Model,Dataset,Reference audio path,Audio path,Speaker ID,Duration reference audio,Duration audio,RTF GPU,RTF CPU,SECS,Input text,Transcription,WER,Evaluator 1 OS,Evaluator 1 Sim-OS,Evaluator 1 real or fake,Evaluator 2 OS,Evaluator 2 Sim-OS,Evaluator 2 real or fake
YourTTS,Spanish,audio/Spanish/locutor2_audio_25186.wav,synthesized_audios/YourTTS/Spanish/locutor2_audio_25186_YourTTS.wav,locutor2,9.624671201814058,8.810666666666666,0.0227870054308496,0.1913876969955957,0.8931954,"A medida que avanzamos en la vida, aprendemos que las batallas más difíciles a menudo van de la mano con las mejores recompensas."," A medida que avanzamos en la vida, aprendemos que las batallas más difíciles a menudo bandela mano, con las mejores recompensas.",0.1304347826086956,3.0,2.0,,,,
YourTTS,Spanish,audio/Spanish/locutor2_audio_65434.wav,synthesized_audios/YourTTS/Spanish/locutor2_audio_65434_YourTTS.wav,locutor2,3.703582766439909,8.32,0.0213849143340037,0.1848812516231997,0.8693248,"Las cicatrices son recordatorios de las batallas que hemos librado, pero también son testimonios de nuestra fuerza para superarlas."," Las cicatrices son recordatorios de las batallas que hemos librado, pero también son testimonios de nuestra fuerza para superarlas.",0.0,,2.0,,,,
YourTTS,Spanish,audio/Spanish/locutor2_audio_65074.wav,synthesized_audios/YourTTS/Spanish/locutor2_audio_65074_YourTTS.wav,locutor2,7.256235827664399,4.224,0.0487046146934682,0.4267304431813157,0.86659473,"A veces, la solución es tomarse un descanso y respirar.", A veces la solución es tomarse un descans o ir a espirar.,0.5,,3.0,,,,
YourTTS,Spanish,audio/Spanish/locutor2_audio_3231_3232.wav,synthesized_audios/YourTTS/Spanish/locutor2_audio_3231_3232_YourTTS.wav,locutor2,3.517823129251701,8.544,0.0223366173912076,0.1863796718684038,0.86007464,"La inteligencia artificial es una herramienta valiosa, pero no puede reemplazar la compasión, la empatía y la intuición humana."," La inteligencia artificial es una herramienta valiosa, pero no puede reemplazar la compasión, la empatía y la intuición humana.",0.0,,2.0,,,,
YourTTS,Spanish,audio/Spanish/locutor2_audio_29515_29516.wav,synthesized_audios/YourTTS/Spanish/locutor2_audio_29515_29516_YourTTS.wav,locutor2,4.446621315192743,3.285333333333333,0.0555959663220814,0.4972585775523827,0.8207541,¡Buenas noticias! ¡Me dieron el trabajo!," Va buenas noticias, me dieron el trabajo.",0.1666666666666666,2.0,,,,,
YourTTS,Spanish,audio/Spanish/locutor2_audio_66149.wav,synthesized_audios/YourTTS/Spanish/locutor2_audio_66149_YourTTS.wav,locutor2,2.6238548752834467,6.410666666666667,0.0293273075844801,0.2492586886116597,0.8479458,"La diversidad no solo agrega color al mundo, sino también perspectiva y sabiduría."," La diversidad no solo agreda a color al mundo, sino también perspectiva y sabiduría.",0.1538461538461538,2.0,,,,,
YourTTS,Spanish,audio/Spanish/locutor2_audio_6861.wav,synthesized_audios/YourTTS/Spanish/locutor2_audio_6861_YourTTS.wav,locutor2,1.4280272108843537,10.154666666666667,0.0234035884632783,0.2160522652200701,0.79452926,"¿Sabes qué? No hay nada como llegar a casa, ponerse cómodo y disfrutar de una buena serie. Netflix es mi mejor amigo, ¡sin duda!"," ¿Esa vez que no hay nada como llegar a casa, ponerse cómodo y disfrutar de una buena serie? Netflix es mi mejor amigo, es induda.",0.2083333333333333,,,,,,
YourTTS,Spanish,audio/Spanish/locutor2_audio_45010.wav,synthesized_audios/YourTTS/Spanish/locutor2_audio_45010_YourTTS.wav,locutor2,1.509297052154195,3.8933333333333335,0.0490521527316472,0.4243854649861994,0.77236974,"Vive la vida con intensidad, no con prisa.", Y ve la vida con intensidad no comprisa.,0.5,,,,,,
YourTTS,Spanish,audio/Spanish/locutor2_audio_59302_59303.wav,synthesized_audios/YourTTS/Spanish/locutor2_audio_59302_59303_YourTTS.wav,locutor2,3.506213151927437,6.56,0.0296906727116282,0.2543656304533556,0.857852,"Con cada pincelada, el lienzo se transformaba en una expresión única de emociones y colores."," Con cada pincelada, el lienzo se transformaba en una expresión única de emociones y colores.",0.0,1.0,,,,,
YourTTS,Spanish,audio/Spanish/locutor2_audio_8772_8773.wav,synthesized_audios/YourTTS/Spanish/locutor2_audio_8772_8773_YourTTS.wav,locutor2,6.849886621315193,10.858666666666666,0.0239819258978418,0.1805630694559195,0.8888453,"El arte de escuchar es tan valioso como el arte de hablar. A veces, las historias más fascinantes se esconden detrás de palabras cuidadosamente escuchadas."," El arte de escuchar es tan valioso como el arte de hablar, a veces las historias más fascinantes esconden detrás de palabras cuidadosamente escuchadas.",0.04,,,,,,
YourTTS,Spanish,audio/Spanish/locutor1_audio_42328_42329.wav,synthesized_audios/YourTTS/Spanish/locutor1_audio_42328_42329_YourTTS.wav,locutor1,5.688888888888889,3.2,0.0740158557891845,0.6104107660133395,0.67912465,La vida es corta. Come postre primero., La vida rescorta come postre primero.,0.2857142857142857,2.0,,,,,
YourTTS,Spanish,audio/Spanish/locutor1_audio_5807.wav,synthesized_audios/YourTTS/Spanish/locutor1_audio_5807_YourTTS.wav,locutor1,3.192743764172336,3.285333333333333,0.0451328111933423,0.3845551216291321,0.75567305,Hazlo con pasión o no lo hagas en absoluto., A su compasión vos no lo hagas en absoluto.,0.4444444444444444,,1.0,,,,
YourTTS,Spanish,audio/Spanish/locutor1_audio_9352.wav,synthesized_audios/YourTTS/Spanish/locutor1_audio_9352_YourTTS.wav,locutor1,1.5325170068027212,5.066666666666666,0.0551279124460722,0.4590703501734997,0.7173221,El éxito es la suma de pequeños esfuerzos repetidos día tras día., El exito es la suma de pequeños esfuerzos repetidos día tras día.,0.0833333333333333,1.0,,,,,
YourTTS,Spanish,audio/Spanish/locutor1_audio_47636_47637.wav,synthesized_audios/YourTTS/Spanish/locutor1_audio_47636_47637_YourTTS.wav,locutor1,6.989206349206349,5.930666666666666,0.0376220417322872,0.2967726664664648,0.8352974,Hice una lista de cosas por hacer y ahora mi lista de Netflix es más larga que nunca., Y sé una lista de cosas por hacer y ahora mi lista de Netflix es más larga que nunca.,0.1111111111111111,2.0,1.0,,,,
YourTTS,Spanish,audio/Spanish/locutor1_audio_33442.wav,synthesized_audios/YourTTS/Spanish/locutor1_audio_33442_YourTTS.wav,locutor1,2.275555555555556,4.938666666666666,0.0532304075572712,0.4463796546726198,0.79006547,"La creatividad no tiene límites. Cuanto más sueñas, más lejos llegas."," La creatividad no tiene límites, cuanto más sueñas más lejos llegas.",0.0,,1.0,,,,
YourTTS,Spanish,audio/Spanish/locutor1_audio_36237_36238_36239_36240.wav,synthesized_audios/YourTTS/Spanish/locutor1_audio_36237_36238_36239_36240_YourTTS.wav,locutor1,8.6378231292517,4.8213333333333335,0.049680553838215,0.4155658381750913,0.7501875,¿Alguien más tiene una lista de reproducción para cada estado de ánimo?, Alguien más tiene una lista de reproducción para cada estado de ánimo.,0.0,1.0,,,,,
YourTTS,Spanish,audio/Spanish/locutor1_audio_25082.wav,synthesized_audios/YourTTS/Spanish/locutor1_audio_25082_YourTTS.wav,locutor1,3.1230839002267574,5.258666666666667,0.0362801412781643,0.3042627490403365,0.7441944,La imaginación es el lienzo donde los sueños toman vida., La imaginación es el lienzo donde los sueños toman vida.,0.0,1.0,,,,,
YourTTS,Spanish,audio/Spanish/locutor1_audio_36945.wav,synthesized_audios/YourTTS/Spanish/locutor1_audio_36945_YourTTS.wav,locutor1,2.90249433106576,4.074666666666666,0.0448615841216441,0.3734110400308261,0.81079054,¿Ya viste el último episodio de esa serie? Fue impactante.," Ya habiste el último episodio de esa serie, fue impactante.",0.1,,,,,,
YourTTS,Spanish,audio/Spanish/locutor1_audio_37754_37755.wav,synthesized_audios/YourTTS/Spanish/locutor1_audio_37754_37755_YourTTS.wav,locutor1,8.126984126984127,8.704,0.0238696058445117,0.2181893283380221,0.750299,"El coraje no siempre ruge. A veces, el coraje es esa voz tranquila al final del día que dice: lo intentaré de nuevo mañana.", El coraje no siempre ruje. A veces el coraje les es a vostra tranquila al final del día que dice lo intentaré de nuevo mañana.,0.1666666666666666,2.0,,,,,
YourTTS,Spanish,audio/Spanish/locutor1_audio_17238_17239_17240_17241.wav,synthesized_audios/YourTTS/Spanish/locutor1_audio_17238_17239_17240_17241_YourTTS.wav,locutor1,14.257052154195012,6.506666666666667,0.0294196556826106,0.2727361892833029,0.76976794,"Bajo las luces tenues de la calle, los vecinos compartían saludos cordiales al volver a casa."," Bajo las luces tenúes de la calle, los vecinos compartían saludos cordiales al volver a casa.",0.0625,1.0,,,,,
YourTTS,Spanish,audio/Spanish/locutor1_audio_36838.wav,synthesized_audios/YourTTS/Spanish/locutor1_audio_36838_YourTTS.wav,locutor1,3.13469387755102,9.429333333333334,0.0232374169168429,0.2009918408151742,0.8024498,"En el escenario de la existencia, cada encuentro es una actuación única, donde los protagonistas entrelazan sus historias, dejando huellas en el telar del tiempo.", En el escenario de la existencia cada encuentro es una actuación única donde los protagonistas entrelazan sus historias dejando huellas en el tela del tiempo.,0.04,,1.0,1.0,,,
YourTTS,Spanish,audio/Spanish/locutor1_audio_40372.wav,synthesized_audios/YourTTS/Spanish/locutor1_audio_40372_YourTTS.wav,locutor1,2.8560544217687074,3.050666666666667,0.0588612800294702,0.5323748797957655,0.7548678,"¡Hola, mi gente! ¿Qué se traen entre manos?"," Hola, mi gente es que se traen entre manos.",0.25,,,,,,
YourTTS,Spanish,audio/Spanish/locutor1_audio_33030.wav,synthesized_audios/YourTTS/Spanish/locutor1_audio_33030_YourTTS.wav,locutor1,2.879274376417233,9.973333333333333,0.0211539513924542,0.1861483359522179,0.7848525,"El caos de mi escritorio refleja la complejidad de mis pensamientos. Aunque siempre sé dónde está todo, incluso si parece un desastre para los demás."," El caos de mi escritorio refleja la complejidad de mis pensamientos, aunque siempre se donde está todo y incluso si parece un desastre para los demás.",0.12,1.0,2.0,1.0,,,
YourTTS,Spanish,audio/Spanish/locutor1_audio_29241.wav,synthesized_audios/YourTTS/Spanish/locutor1_audio_29241_YourTTS.wav,locutor1,3.1811337868480725,8.906666666666666,0.0234128472333896,0.1908688967182809,0.8249814,"La vida sería mucho más aburrida sin esos momentos inesperados de alegría, como encontrar dinero en un bolsillo olvidado.", La vida sería mucho más aburvida sin esos momentos inesperados de alegría como encontrar dinero en un bolsillo olvidado.,0.0526315789473684,,,,,,
YourTTS,Spanish,audio/Spanish/locutor1_audio_45678_45679.wav,synthesized_audios/YourTTS/Spanish/locutor1_audio_45678_45679_YourTTS.wav,locutor1,3.1579138321995464,4.032,0.044841319322586,0.3920363826891123,0.77624464,¿Alguna película recomendada para ver en casa?, ¿Aduna película recomendada para ver en casa?,0.1428571428571428,,,,,,
YourTTS,Spanish,audio/Spanish/locutor1_audio_48613.wav,synthesized_audios/YourTTS/Spanish/locutor1_audio_48613_YourTTS.wav,locutor1,1.3467573696145123,4.288,0.0444480509900335,0.4058918062625776,0.7633826,"¡Guau, este nuevo videojuego es asombroso!"," Wow, este nuevo videojuego es asombroso.",0.1666666666666666,,,,,,
YourTTS,Spanish,audio/Spanish/locutor1_audio_49706.wav,synthesized_audios/YourTTS/Spanish/locutor1_audio_49706_YourTTS.wav,locutor1,1.9736961451247168,6.325333333333333,0.0327672011534641,0.2808159707566238,0.6851902,"El aroma del café recién preparado llenó la habitación, despertando todos los sentidos."," El aroma del cácer es siempre parado lleno la habitación, despertando todos los sentidos.",0.3846153846153846,1.0,,,,,
YourTTS,Spanish,audio/Spanish/locutor1_audio_1375.wav,synthesized_audios/YourTTS/Spanish/locutor1_audio_1375_YourTTS.wav,locutor1,2.8908843537414968,8.736,0.0231915832439185,0.1724460677607098,0.78162146,"Los faroles en la plaza titilaban con un encanto antiguo, guiando a los transeúntes por senderos iluminados por la historia."," Los faroles en la plaza titilaban con un encanto antiguo, yando a los transeuntes por senderos iluminados por la historia.",0.1,2.0,,,,,
YourTTS,Spanish,audio/Spanish/locutor1_audio_33080.wav,synthesized_audios/YourTTS/Spanish/locutor1_audio_33080_YourTTS.wav,locutor1,1.9040362811791385,8.917333333333334,0.0254451586869344,0.2277762856520437,0.72937363,"Las amistades verdaderas son como estrellas fugaces en la oscuridad de la vida. Pueden ser pocas, pero su brillo es intenso y eterno."," Las amistades verdaderas son como estrellas fugaces en la oscuridad de la vida, pueden ser pocas pero su brillo es intenso y eterno.",0.0,2.0,,1.0,,,
YourTTS,Spanish,audio/Spanish/locutor1_audio_24044.wav,synthesized_audios/YourTTS/Spanish/locutor1_audio_24044_YourTTS.wav,locutor1,2.2987755102040817,4.810666666666667,0.0443222154006196,0.3736056861832235,0.7135788,No sé si mi café me está hablando o si solo necesito dormir más., No sé si mi café me está hablando si solo necesito dormir más.,0.0714285714285714,,2.0,1.0,,,
YourTTS,Spanish,audio/Spanish/locutor4_audio_32765.wav,synthesized_audios/YourTTS/Spanish/locutor4_audio_32765_YourTTS.wav,locutor4,2.345215419501134,7.850666666666666,0.0263638490730005,0.2297271337294724,0.8120934,"En la calle bulliciosa, los colores vibrantes de los escaparates invitaban a un viaje visual por mundos llenos de posibilidades."," En la calle bujiciosa, los colores vibrantes de los escaparates invitaban a un viaje visual por mundos llenos de posibilidades.",0.05,,2.0,,,,
YourTTS,Spanish,audio/Spanish/locutor4_audio_59494.wav,synthesized_audios/YourTTS/Spanish/locutor4_audio_59494_YourTTS.wav,locutor4,3.1695238095238096,8.725333333333333,0.0235085400654809,0.2048714789919904,0.8193426,"En el rincón silencioso de la noche, las estrellas son testigos de nuestras reflexiones más íntimas, iluminando secretos que solo la oscuridad conoce."," En el rincón silencioso de la noche, las estrellas son testigos de nuestras reflexiones más íntimas, iluminando secretos que sólo las cuidad conoce.",0.1304347826086956,,,1.0,,,
YourTTS,Spanish,audio/Spanish/locutor4_audio_38051.wav,synthesized_audios/YourTTS/Spanish/locutor4_audio_38051_YourTTS.wav,locutor4,1.98530612244898,5.354666666666667,0.0375083599432531,0.3291809389030939,0.7660193,"Las calles adoquinadas contaban historias antiguas, marcadas por el paso del tiempo."," Las calles adoquinadas contaban historias antiguas, marcadas por el paso del tiempo.",0.0,2.0,,1.0,,,
YourTTS,Spanish,audio/Spanish/locutor4_audio_67254.wav,synthesized_audios/YourTTS/Spanish/locutor4_audio_67254_YourTTS.wav,locutor4,5.3986394557823125,7.648,0.0279545160517034,0.2131347104276653,0.84881103,"La vela parpadeaba en la ventana, esperando el regreso de alguien cuya ausencia había dejado cicatrices en el corazón."," La bella partadeaba en la ventana, esperando el regreso de alguien cuya ausencia había dejado cicatrices en el corazón.",0.1052631578947368,,2.0,1.0,,,
YourTTS,Spanish,audio/Spanish/locutor4_audio_39210.wav,synthesized_audios/YourTTS/Spanish/locutor4_audio_39210_YourTTS.wav,locutor4,1.880816326530612,5.642666666666667,0.0338299316134029,0.2726055603692547,0.6694142,El cambio es la única constante en la vida. Adaptarse es la clave para sobresalir.," El cambio es la única constante en la vida, adaptácer es la clave para sobresale.",0.1333333333333333,,2.0,1.0,,,
YourTTS,Spanish,audio/Spanish/locutor4_audio_55121.wav,synthesized_audios/YourTTS/Spanish/locutor4_audio_55121_YourTTS.wav,locutor4,4.040272108843538,10.090666666666667,0.0214698403506652,0.1939532440644725,0.77569294,"En el silencio de la noche, encuentro la paz que el bullicio del día no puede ofrecer. Las estrellas son testigos de mis pensamientos más profundos."," En el silencio de la noche, encuentro la paz que el bullicio del día no puede ofrecer. Las estrellas son testigos de mis pensamientos más profundos.",0.0,,2.0,,,,
YourTTS,Spanish,audio/Spanish/locutor4_audio_56236.wav,synthesized_audios/YourTTS/Spanish/locutor4_audio_56236_YourTTS.wav,locutor4,1.7414965986394555,5.856,0.0354293021348004,0.3048648509553338,0.7064297,La bondad es un idioma que los sordos pueden escuchar y los ciegos pueden ver.," La bondad es un idioma que los hordos pueden escuchar, y los ciegos pueden ver.",0.0666666666666666,,,,,,
YourTTS,Spanish,audio/Spanish/locutor4_audio_67617.wav,synthesized_audios/YourTTS/Spanish/locutor4_audio_67617_YourTTS.wav,locutor4,8.103764172335602,7.904,0.0252504097787957,0.2324591609465909,0.8382108,"Cuando te levantas por la mañana, piensa en el precioso privilegio de estar vivo, de respirar, de pensar, de disfrutar, de amar."," Cuando te levantas por la mañana, piensa en el precioso privilegio de estar vivo de respirar de pensar de disfrutar de amar.",0.0,2.0,3.0,1.0,,,
YourTTS,Spanish,audio/Spanish/locutor4_audio_70617.wav,synthesized_audios/YourTTS/Spanish/locutor4_audio_70617_YourTTS.wav,locutor4,4.237641723356009,6.944,0.029377227279997,0.2653609660405058,0.87042606,"Cerré los ojos y dejé que la música me llevara a lugares lejanos, donde los sueños se vuelven realidad."," Cere los ojos y deje que la música me llevará a lugares lejanos, donde los sueños se vuelven realidad.",0.1578947368421052,,1.0,,,,
YourTTS,Spanish,audio/Spanish/locutor4_audio_65875_65876.wav,synthesized_audios/YourTTS/Spanish/locutor4_audio_65875_65876_YourTTS.wav,locutor4,3.030204081632653,6.336,0.0335815353224975,0.2990329800792465,0.83448654,La rutina diaria se rompió con una noticia inesperada que cambió el rumbo de sus días., La rutina diaria se rompió con una noticia inesperada que cambió el rumbo de sus días.,0.0,,,,,,
YourTTS,Spanish,audio/Spanish/locutor4_audio_28676.wav,synthesized_audios/YourTTS/Spanish/locutor4_audio_28676_YourTTS.wav,locutor4,4.098321995464852,5.546666666666667,0.0333974137902259,0.3141352869090132,0.8427546,Las estrellas brillaban en el cielo como diamantes incrustados en la bóveda celeste., Las estrellas brillaban en el cielo como diamantes incrustados en la bobeda celeste.,0.0769230769230769,3.0,2.0,,,,
YourTTS,Spanish,audio/Spanish/locutor4_audio_32740_32741.wav,synthesized_audios/YourTTS/Spanish/locutor4_audio_32740_32741_YourTTS.wav,locutor4,5.537959183673469,5.248,0.0385671127133253,0.3417031728713436,0.775231,"¡Qué pena! Pero bueno, la vida es corta, así que hay que recomponerse y darlo todo."," Que pena, pero bueno, la vida es corta, así que hay que recomponerse y dálo todo.",0.125,,3.0,,,,
YourTTS,Spanish,audio/Spanish/locutor4_audio_72447.wav,synthesized_audios/YourTTS/Spanish/locutor4_audio_72447_YourTTS.wav,locutor4,3.633922902494331,3.168,0.0571268375473793,0.4914316079935861,0.731902,¿Cuál es tu lugar favorito para relajarte?, ¿Cuál es tu lugar favorito para relajarte?,0.0,,,1.0,,,
YourTTS,Spanish,audio/Spanish/locutor4_audio_57986.wav,synthesized_audios/YourTTS/Spanish/locutor4_audio_57986_YourTTS.wav,locutor4,3.5874829931972787,5.269333333333333,0.0375407457592998,0.3307380939281581,0.7616181,Amaneció con un cielo pintado de colores cálidos y susurros de la naturaleza., Amaneció con un cielo pintado de colores calidos y su surro de la naturaleza.,0.2307692307692307,,,,,,
YourTTS,Spanish,audio/Spanish/locutor4_audio_79807.wav,synthesized_audios/YourTTS/Spanish/locutor4_audio_79807_YourTTS.wav,locutor4,5.189659863945578,2.986666666666667,0.0653142641697611,0.5792024051690687,0.7391261,"¡Hola, qué pasa! ¿Cómo va todo por ahí?"," Hola, ¿qué pasa? ¿Cómo va todo por ahí?",0.0,1.0,,,,,
YourTTS,Spanish,audio/Spanish/locutor4_audio_27800_27801.wav,synthesized_audios/YourTTS/Spanish/locutor4_audio_27800_27801_YourTTS.wav,locutor4,5.108390022675737,8.448,0.024645391738776,0.2113524049161826,0.85602057,"Las amistades verdaderas son como estrellas fugaces en la oscuridad de la vida. Pueden ser pocas, pero su brillo es intenso y eterno.", Las amistades verdaderas son como estrellas fubases en la oscuridad de la vida. Puede ser pocas pero subrígres intenso y eterno.,0.217391304347826,2.0,3.0,,,,
YourTTS,Spanish,audio/Spanish/locutor4_audio_64111.wav,synthesized_audios/YourTTS/Spanish/locutor4_audio_64111_YourTTS.wav,locutor4,1.6486167800453515,8.362666666666666,0.0275474954016354,0.2491234993179215,0.6630409,¿Te ha pasado que entras a una habitación y olvidas por qué estabas allí? Mi cerebro debe tener su propio GPS caprichoso.," Te ha pasado que entras a una habitación y olvidas porque estabas allí, ni cerebro debe tener su propio scaprichoso.",0.2272727272727272,,2.0,,,,
YourTTS,Spanish,audio/Spanish/locutor4_audio_78962.wav,synthesized_audios/YourTTS/Spanish/locutor4_audio_78962_YourTTS.wav,locutor4,3.332063492063492,4.981333333333334,0.0428805482719388,0.3722442314137126,0.7813383,El calor del sol acariciaba la piel durante un día de verano en el campo., El calor del sol acariciaba la piel durante un día de verano en el campo.,0.0,,2.0,,,,
YourTTS,Spanish,audio/Spanish/locutor4_audio_76139_76140.wav,synthesized_audios/YourTTS/Spanish/locutor4_audio_76139_76140_YourTTS.wav,locutor4,8.289523809523809,9.696,0.0236678880826868,0.2033795509722661,0.7940361,La tecnología avanza tan rápido que a veces siento que mi teléfono es más inteligente que yo. Pero al menos no puede hacer una buena taza de café.," La tecnología avanza tan rápido que a veces siento que mi teléfono es más inteligente que yo, pero al menos no puede hacer una buena taza de café.",0.0,,,,,,
YourTTS,Spanish,audio/Spanish/locutor4_audio_30485.wav,synthesized_audios/YourTTS/Spanish/locutor4_audio_30485_YourTTS.wav,locutor4,4.214421768707483,9.045333333333334,0.0311030285819521,0.2682321566545083,0.8442666,"La maravilla de la vida está en la diversidad de experiencias que podemos vivir, enriqueciendo nuestro viaje con colores y texturas únicas."," La maravilla de la vida está en la diversidad de experiencias que podemos vivir, enriqueciendo nuestro viaje con colores y texturas únicas.",0.0,2.0,2.0,1.0,,,
YourTTS,Spanish,audio/Spanish/locutor5_audio_119207.wav,synthesized_audios/YourTTS/Spanish/locutor5_audio_119207_YourTTS.wav,locutor5,1.18421768707483,8.544,0.0379719816790091,0.3165544147491292,0.749251,"El eco lejano de una guitarra callejera se mezclaba con el bullicio urbano, creando una sinfonía improvisada en las calles transitadas."," El ecolejano de una guitarra callejera se mezclaba con el bullicio urbano, creando una sinfonía improvisada en las calles transitadas.",0.0952380952380952,,,,,,
YourTTS,Spanish,audio/Spanish/locutor5_audio_99936_99937.wav,synthesized_audios/YourTTS/Spanish/locutor5_audio_99936_99937_YourTTS.wav,locutor5,3.633922902494331,9.578666666666669,0.0263484721725395,0.2324733307198117,0.8845004,"La amistad es como un jardín que florece con risas, apoyo y momentos compartidos. Cada amigo es una flor única en este hermoso paisaje."," La amista descomo un jardín que florece con risas, apoyo y momentos compartidos. Cada amigüe es una flodu única en este hermoso paisaje.",0.2083333333333333,,,,,,
YourTTS,Spanish,audio/Spanish/locutor5_audio_12839.wav,synthesized_audios/YourTTS/Spanish/locutor5_audio_12839_YourTTS.wav,locutor5,1.4628571428571429,5.8453333333333335,0.0605151791424646,0.5084609209474961,0.7977704,"Estar en las nubes es normal de vez en cuando, pero hay que bajar a la Tierra."," Estar en las nubes es normal de vez en cuando, pero vais a que bajar a la tierra.",0.1176470588235294,,,,,,
YourTTS,Spanish,audio/Spanish/locutor5_audio_53984.wav,synthesized_audios/YourTTS/Spanish/locutor5_audio_53984_YourTTS.wav,locutor5,2.1710657596371883,10.282666666666668,0.0400874083591199,0.3254330727166397,0.81155133,"La paciencia es una lección que la naturaleza nos enseña cada temporada, recordándonos que incluso las flores más hermosas necesitan tiempo para florecer."," La paciencia es una lección que la naturaleza nos enseña cada temporada, recordándonos que incluso las flores más hermosas necesitan tiempo para florecer.",0.0,,,,,,
