Reference audio ID,Synthesized audio ID,Input text,Speaker ID,RTF,SECS,Transcription,WER
1034_121119_000048_000001,1034_121119_000048_000001_YourTTS,Koosharem is located in the Sevier School District and has one elementary school.,1034,0.0578438048250973,0.77007806, Co-shareum is located in the severe school district and has one elementary school.,0.15384615384615385
1034_121119_000018_000000,1034_121119_000018_000000_YourTTS,Queen Victoria has been called the Mother of Confederation.,1034,0.0546019628783252,0.62714815, Queen Victoria has been called the mother of Confederation.,0.0
1034_121119_000064_000003,1034_121119_000064_000003_YourTTS,Phase-transfer catalysis is a special form of heterogeneous catalysis.,1034,0.046559340870284,0.7495588, Phase transfer catalysis is a special form of heterogeneous catalysis.,0.2222222222222222
1034_121119_000065_000003,1034_121119_000065_000003_YourTTS,Adobe bricks are laid by course.,1034,0.0915851058631107,0.6804495, It obliques or laid by course.,0.5
1034_121119_000064_000006,1034_121119_000064_000006_YourTTS,Websites aimed at expatriates began to appear about the same time.,1034,0.044830716573275,0.7694543, What sits in that expatriates begin to appear about the same time.,0.45454545454545453
1034_121119_000064_000011,1034_121119_000064_000011_YourTTS,Education can also be defined as the process of becoming an educated person.,1034,0.0355794763891026,0.7126504, Education can't also be defined as the process of becoming an educated person.,0.07692307692307693
1034_121119_000064_000009,1034_121119_000064_000009_YourTTS,"The word ""Ut"" is still in use to name the C-clef.",1034,0.0833908246981131,0.7042718, But word art is still used to name the toclath.,0.45454545454545453
1034_121119_000061_000000,1034_121119_000061_000000_YourTTS,Handler is also an author.,1034,0.1092604391134468,0.62257063, Handware is also an author.,0.2
1034_121119_000071_000000,1034_121119_000071_000000_YourTTS,Several notable naval engagements occurred off the Halifax station.,1034,0.0632498033192693,0.7150079, Several notable naval engagements occurred off the Halifax station.,0.0
1034_121119_000014_000000,1034_121119_000014_000000_YourTTS,This triple tonguing method is most likely the fastest if done correctly.,1034,0.0397874063320374,0.795956, This triple-ton winet that is most likely the fastest if done correctly.,0.25
1034_121119_000070_000000,1034_121119_000070_000000_YourTTS,Galmudug is another regional administration that emerged just south of Puntland.,1034,0.055579484001664,0.671994, Talmudid is another regional administration that emerged just south of Pugland.,0.18181818181818182
1040_133433_000098_000000,1040_133433_000098_000000_YourTTS,"Hagfish have elongated, eel-like bodies, and paddle-like tails.",1040,0.0427355269838747,0.7752986," Hackfish have a lumbated, you like bodies and petal like tails.",0.875
1040_133433_000141_000001,1040_133433_000141_000001_YourTTS,Koosharem is located in the Sevier School District and has one elementary school.,1040,0.0548909948422358,0.84503114, Koshem is located in the Severe School District and has one elementary school.,0.15384615384615385
1040_133433_000067_000000,1040_133433_000067_000000_YourTTS,Two galleasses each were assigned to the wings and center.,1040,0.066197448075856,0.7437341, Two galleists as each were assigned to the Wings and Center.,0.2
1040_133433_000019_000000,1040_133433_000019_000000_YourTTS,The rest are of steel lattice construction.,1040,0.0616469526592689,0.7276598, The rest are a steel lattice construction.,0.14285714285714285
1040_133433_000055_000000,1040_133433_000055_000000_YourTTS,Black would later become a partner in the business with Shaw.,1040,0.0771221645334933,0.75928307, Black would later become a partner in the business with Shell.,0.09090909090909091
1040_133433_000069_000000,1040_133433_000069_000000_YourTTS,It is associated with the realist school of foreign policy thought.,1040,0.0558855552827158,0.8409747, It is associated with the realist's school of foreign policy thought.,0.09090909090909091
1040_133433_000074_000000,1040_133433_000074_000000_YourTTS,"Access, inclusion and quality are among the main challenges they can address.",1040,0.0393750080511198,0.70185983," Access, inclusion and quality are among the main challenges they can address.",0.0
1040_133433_000020_000000,1040_133433_000020_000000_YourTTS,The genus is native to China.,1040,0.0977817985971095,0.4417633, The genesis native to China.,0.3333333333333333
1040_133433_000168_000001,1040_133433_000168_000001_YourTTS,It was his last big hit.,1040,0.1748367089085874,0.77418303, It was his last bigot.,0.3333333333333333
1040_133433_000129_000000,1040_133433_000129_000000_YourTTS,The principal seat of the Lords of Duhallow was at Kanturk.,1040,0.0696239422778694,0.88690835, The principal seat of the Lords of Jehovah was at Kinturk.,0.18181818181818182
1040_133433_000127_000000,1040_133433_000127_000000_YourTTS,He was elected President of the New Zealand First party when Doug Woolerton resigned.,1040,0.0584645306362825,0.7711895, He was elected president of the New Zealand First Party when double-edged resigned.,0.14285714285714285
1040_133433_000042_000000,1040_133433_000042_000000_YourTTS,We all hope I am right.,1040,0.1442514914126435,0.7160598, We all hope I am right.,0.0
1040_133433_000090_000000,1040_133433_000090_000000_YourTTS,They ran the canoe in and climbed the high earth bank.,1040,0.0644872476041844,0.71202004, They run the canoes and climp the high earth bank.,0.36363636363636365
1040_133433_000015_000000,1040_133433_000015_000000_YourTTS,It is currently used mostly for soccer matches.,1040,0.0704199577985184,0.6377616, It is currently used mostly for socks or matches.,0.25
1040_133433_000077_000001,1040_133433_000077_000001_YourTTS,The Pioneer Room houses the Church of God and Warner University archival materials.,1040,0.0401095095982175,0.672222, The Pioneer Room House is the Church of God and Warner University Archival Materials.,0.15384615384615385
1040_133433_000046_000000,1040_133433_000046_000000_YourTTS,All winners to date have been British.,1040,0.1070801700864519,0.6376346, all winners to date have been British.,0.0
1040_133433_000072_000004,1040_133433_000072_000004_YourTTS,Algebra is a foundation of Machine Learning.,1040,0.1023727703221979,0.676301, Algebra is a foundation of matchy learning.,0.14285714285714285
1040_133433_000105_000001,1040_133433_000105_000001_YourTTS,The genus is native to China.,1040,0.1220980061675017,0.6666961, The Janus is native to China.,0.16666666666666666
1040_133433_000157_000000,1040_133433_000157_000000_YourTTS,"Tom arrives at Karen's house, to find her handcuffed to the banister.",1040,0.0506094616392384,0.8307825, Till my rives at Karen's house to find her handcuffed to the minister.,0.3076923076923077
1040_133433_000085_000000,1040_133433_000085_000000_YourTTS,The Mega Drive version was released exclusively in Japan.,1040,0.0709040732513922,0.70472825, The make-up drive version was released exclusively in Japan.,0.1111111111111111
1069_133709_000043_000030,1069_133709_000043_000030_YourTTS,"After more than two decades, the term ""Hilton Magic"" still applies today.",1069,0.0457533961279266,0.8587593," After more than two decades, the term Hilton Magic still applies today.",0.0
1069_133709_000043_000029,1069_133709_000043_000029_YourTTS,In catch wrestling biceps slicer variation is called short-arm scissors.,1069,0.0426143183019654,0.87902445," In-catch wrestling biceps, slicer variation is called short arm cissures.",0.5
1069_133709_000043_000031,1069_133709_000043_000031_YourTTS,"Following that season, Agosto aged out of juniors.",1069,0.0608800102483586,0.8990081, following that season agostaged out of chin ears.,0.5
1069_133709_000043_000033,1069_133709_000043_000033_YourTTS,"Small growers in Naples, Florida have been successful in growing African blackwood there.",1069,0.037216324851198,0.7852684," Small grower in Naples, Florida have been successful in growing African blackwood there.",0.07692307692307693
1069_133699_000055_000000,1069_133699_000055_000000_YourTTS,"""I just decided to not write normal songs"", recalled Stevenson.",1069,0.044115530929977,0.71019965, I just decided to not write normal songs recalced to Vincent.,0.3
1069_133699_000067_000002,1069_133699_000067_000002_YourTTS,Mulla Sadra was a master of all science of his time.,1069,0.058527668251803,0.8090897, Mola Seidra was a master of all science of his time.,0.18181818181818182
1069_133699_000029_000002,1069_133699_000029_000002_YourTTS,Its normal clutch is three eggs.,1069,0.0798927342638056,0.6933091, It's normal clutches three eggs.,0.6666666666666666
1069_133699_000061_000000,1069_133699_000061_000000_YourTTS,The Fury X is a very potent graphics card.,1069,0.0741042899635602,0.70320576, The furates is a very potent graphics card.,0.2222222222222222
1069_133699_000066_000006,1069_133699_000066_000006_YourTTS,Clinical Legal Education and Legal Aid: The Canadian Experience.,1069,0.0472711065788542,0.8080226," clinical legal education and legal aid, the Canadian experience.",0.0
1069_133699_000067_000013,1069_133699_000067_000013_YourTTS,The cuckolded Herringbone then entombs them alive in an alcove in the basement.,1069,0.0404192609076174,0.8073268, the cook-olded herring-born then intumps them alive and then alcove in the basement.,0.38461538461538464
1069_133699_000010_000000,1069_133699_000010_000000_YourTTS,These rare levels strike a better balance between puzzles and action.,1069,0.0558580793098572,0.8175298, Israel levels strike a better balance between puzzles and action.,0.18181818181818182
1069_133699_000045_000001,1069_133699_000045_000001_YourTTS,Russia and China used this as a source for germanium.,1069,0.0869975913138616,0.7907867, Russia and China used this as a source for Germany.,0.1
1069_133699_000019_000000,1069_133699_000019_000000_YourTTS,"The ""No"" side narrowly won the referendum.",1069,0.1421863322748857,0.698137, The no-sighted narrowly won the Ray fandom.,0.5714285714285714
1069_133699_000033_000000,1069_133699_000033_000000_YourTTS,"He is buried at Saint Thomas' Episcopal Church Cemetery in Garrison, Maryland.",1069,0.0602176993108186,0.8486446," He is buried at St. Thomas Episcopal Church Cemetery in Garrison, Maryland.",0.08333333333333333
1069_133699_000065_000000,1069_133699_000065_000000_YourTTS,I'll close the big front doors and pull up the drawbridge after you're gone.,1069,0.0764707789609306,0.8022418, I'll close the bait front doors and pull up the drawbridge after you're gone.,0.0625
1069_133699_000009_000001,1069_133699_000009_000001_YourTTS,Iso means forward.,1069,0.2047799172855558,0.71574324, I so means forward.,0.6666666666666666
1069_133699_000057_000001,1069_133699_000057_000001_YourTTS,Haim Aharon died eight years later.,1069,0.0905981659889221,0.7142607," Hey, Maharan died eight years later.",0.3333333333333333
1069_133699_000036_000000,1069_133699_000036_000000_YourTTS,Many of the songs on the album are duets with other artists.,1069,0.0611265426251425,0.7771357, Many of the songs on the album are duets with other artists.,0.0
1069_133699_000004_000005,1069_133699_000004_000005_YourTTS,The train wrecked crossing a trestle bridge purportedly dynamited by union members.,1069,0.0510455791836121,0.7939644, The train wrecked crossing the Trestle Bridge purportedly denemoted by Indian members.,0.25
1069_133699_000018_000002,1069_133699_000018_000002_YourTTS,An agreement was also reached about improving access to the station.,1069,0.0862304748284934,0.7877305, and agreement was also reached about improving access to the station.,0.09090909090909091
1235_135884_000006_000001,1235_135884_000006_000001_YourTTS,Both Federation and Neo-Zeon forces look on as Axis veers off from reentry.,1235,0.0867816309134165,0.7784994, Both Federation and Nisian forces look on as Axis beers off from reentry.,0.15384615384615385
1235_135884_000010_000003,1235_135884_000010_000003_YourTTS,There are numerous advantages of using optical devices for computing.,1235,0.0503934129621043,0.8016298, There are numerous advantages of using optical devices for computing.,0.0
1235_135884_000009_000000,1235_135884_000009_000000_YourTTS,It is the youth wing of the National Coalition Party.,1235,0.0827930429402519,0.7729585, It is the youth wing of the National Coalition Party.,0.0
1235_135884_000002_000002,1235_135884_000002_000002_YourTTS,"Accept a father's blessing, and with it, this.",1235,0.0761569359085776,0.7723582, accept the father's blessing and with it is.,0.2222222222222222
1235_135884_000005_000004,1235_135884_000005_000004_YourTTS,Our promise is Missouri State University's newest capital campaign.,1235,0.0497830404696359,0.83368886, Our Promises Missory State University's newest capital campaign.,0.3
1235_135884_000011_000002,1235_135884_000011_000002_YourTTS,"Previously, these words contained sounds that did not have corresponding letters in Manchu.",1235,0.0453175556275152,0.84246045," Previously, these words contained sounds that did not have corresponding ladders in Manchu.",0.07692307692307693
1235_135884_000006_000000,1235_135884_000006_000000_YourTTS,"Over time the couple has four more children, although William never warms to them.",1235,0.0499834497290921,0.8208891," Over time a couple has four more children, although William never warms to them.",0.07142857142857142
1235_135884_000011_000000,1235_135884_000011_000000_YourTTS,Hero was one of history's most ingenious engineers and applied mathematicians.,1235,0.0436892045424288,0.71770936, Here was one of history's most ingenious engineers and applied mathematicians.,0.08333333333333333
1235_135884_000008_000000,1235_135884_000008_000000_YourTTS,Moore's charity work includes raising money for the fight against Scleroderma.,1235,0.0549644311695252,0.81699204, Morse charity work includes raising money for the fight against Cloroderma.,0.25
1235_135884_000012_000001,1235_135884_000012_000001_YourTTS,"One was the portrait of John Kennedy, the other Ronald Reagan.",1235,0.0597603931398448,0.8397838," One was the portrait of John Tandy, the other Ronald Breakin.",0.18181818181818182
1235_135884_000004_000004,1235_135884_000004_000004_YourTTS,"Yet, so complete was the design that it was worthy of preservation.",1235,0.0601126733472791,0.8189726," Yeah, so complete was the design that it was worth the preservation.",0.25
1235_135884_000004_000003,1235_135884_000004_000003_YourTTS,The Ministry of Education shares money earned by Veikkaus with various organizations.,1235,0.0422619209431185,0.78801024, The Ministry of Education shares money or in Bivacus with various organizations.,0.25
1235_135884_000003_000003,1235_135884_000003_000003_YourTTS,The collection is edited by Jenny Offill and Elissa Schappell.,1235,0.0612098999597408,0.73991805, The collection is edited by Jenny Ophill and Elizabeth Steppel.,0.3
1235_135884_000009_000003,1235_135884_000009_000003_YourTTS,"At the time, it was widely believed that tuberculosis was an inherited disease.",1235,0.0507019852337084,0.8502426," At the time, it was widely believed that tuberculosis was an inherited disease.",0.0
1235_135884_000014_000001,1235_135884_000014_000001_YourTTS,"However, the school no longer holds this ranking.",1235,0.0663281028920954,0.7959182," However, the school no longer holds this ranking.",0.0
1235_135884_000006_000002,1235_135884_000006_000002_YourTTS,"When a Null is passed into this function, the function returns Null.",1235,0.049365274311693,0.7864645, What a null is passed into this function. The function returns null.,0.08333333333333333
1235_135884_000003_000000,1235_135884_000003_000000_YourTTS,With the title Painstained.,1235,0.1605100591074336,0.71624774, with the Turtle Pen Stand.,0.75
1235_135884_000010_000005,1235_135884_000010_000005_YourTTS,The first was Somewhere in England and the last It's a Grand Life.,1235,0.0557147643782875,0.8134712, The first was somewhere in England and the last it's a grand life.,0.0
1235_135884_000003_000001,1235_135884_000003_000001_YourTTS,"The party has an Arabic publication, ""Al Mounataf"".",1235,0.0706047603958531,0.83759415," The party has an Arabid publication, all-mounted of.",0.375
1235_135884_000004_000001,1235_135884_000004_000001_YourTTS,"Some journalists have even created their own websites, though with some difficulties.",1235,0.0437696314888235,0.8204063," Some journalists have even created their own websites, though it's on difficulties.",0.25
1088_134318_000045_000000,1088_134318_000045_000000_YourTTS,It was one of the earliest examples of nearline storage.,1088,0.0751404393766377,0.7899909, It was one of the earliest examples of Milan's storage.,0.2
1088_134318_000032_000001,1088_134318_000032_000001_YourTTS,Hudson apparently had not been trained in the operation of the radios.,1088,0.0623207805412156,0.8696096, Hudson apparently had not been trained in the operation of the radius.,0.08333333333333333
1088_134318_000002_000005,1088_134318_000002_000005_YourTTS,The cryptoperiod was still usually one day.,1088,0.0858876084991795,0.65335494, The corrective period was still usually one day.,0.2857142857142857
1088_134318_000003_000004,1088_134318_000003_000004_YourTTS,The latter received the prize just weeks before his death.,1088,0.1174937999969699,0.6793465, The letter received the prize just weeks before his death.,0.1
1088_134318_000002_000003,1088_134318_000002_000003_YourTTS,"The adult female mite is reddish-brown in color, while the male is white.",1088,0.0741966693094988,0.8372673," The adult female might is reddish brown in color, while the male is white.",0.23076923076923078
1088_134318_000008_000001,1088_134318_000008_000001_YourTTS,Otsquago Creek flows through the town to its confluence with the Mohawk River.,1088,0.088668804361213,0.66617453, Otzquadbo Creek flows through the town to its confluence with the Mahok River.,0.15384615384615385
1088_134318_000033_000000,1088_134318_000033_000000_YourTTS,"Following the successes of Blackton and Cohl, many other artists began experimenting with animation.",1088,0.0604279522224651,0.83124363," Following the success as a black tin and coal, many other artists began experimenting with animation.",0.42857142857142855
1088_134318_000015_000000,1088_134318_000015_000000_YourTTS,He is a national coordinator in Sri Lanka for the Asian Waterbird Census.,1088,0.0986720954954142,0.8068874, He is a national coordinator in Sri Lanka for the Asian Waterbird Census.,0.0
1088_134318_000005_000000,1088_134318_000005_000000_YourTTS,Our promise is Missouri State University's newest capital campaign.,1088,0.2022365454670995,0.7574817, Our promise is Missouri State University's newest capital campaign.,0.0
1088_134318_000001_000000,1088_134318_000001_000000_YourTTS,Please help me search The Banker television show.,1088,0.198278259967086,0.66415167, Please help me search the Banker Television Show.,0.0
1088_134318_000040_000000,1088_134318_000040_000000_YourTTS,Peg Bennett was active during her tenure as First Lady of New Jersey.,1088,0.0983860521089463,0.7867702," Take Ben, I was active during her tenure as First Lady of New Jersey.",0.23076923076923078
1088_134318_000035_000000,1088_134318_000035_000000_YourTTS,"Combined Syrian, Iraqi and Jordanian counterattacks prevented any further Israeli gains.",1088,0.0703055076970311,0.8339913," Combined Syrian, Iraqi-Iranquite and Jordanian counterattacks prevented any further Israeli gains.",0.09090909090909091
1088_134318_000025_000000,1088_134318_000025_000000_YourTTS,The Mega Drive version was released exclusively in Japan.,1088,0.0822737726361252,0.8174151, The Make It Drive version was released exclusively in Japan.,0.2222222222222222
1088_134318_000008_000002,1088_134318_000008_000002_YourTTS,Farben's Dyhernfurth factory in eastern Germany.,1088,0.1136286926448793,0.7881732, Forb and Steierne for factory in Eastern Germany.,0.5714285714285714
1088_134318_000019_000002,1088_134318_000019_000002_YourTTS,"This was followed by another revival tour of ""Gypsy"".",1088,0.1214380291375246,0.7629589, This was followed by another Reveval Tour of Gypsy.,0.1111111111111111
1088_134318_000030_000000,1088_134318_000030_000000_YourTTS,The software can run under their respective operating systems natively without emulation.,1088,0.0730371680752984,0.7415338, The software can run under the respective operating systems natively without emulation.,0.08333333333333333
1088_134318_000043_000000,1088_134318_000043_000000_YourTTS,The album was highly acclaimed by critics.,1088,0.1436477812988629,0.7481066, The album was highly acclaimed by critics.,0.0
1088_134318_000031_000000,1088_134318_000031_000000_YourTTS,It also offers scholarships and awards to its members.,1088,0.0798890381972416,0.60914236, It also offers scholarships and awards to its members.,0.0
1088_134318_000027_000000,1088_134318_000027_000000_YourTTS,"Powell won the fight on points, over eight rounds.",1088,0.1407575618941337,0.64890546," Howell on the fight on points, over eight rounds.",0.2222222222222222
1088_134318_000011_000000,1088_134318_000011_000000_YourTTS,These two games on home-and-away basis was separate from World Cup qualifying.,1088,0.0803777948021888,0.79364705, These two games on home and away bases were separated from World Cup qualifying.,0.5
