Reference audio ID,Synthesized audio ID,Input text,Speaker ID,RTF,SECS
1040_133433_000072_000004,1040_133433_000072_000004_TorToise,"From downtown, the bath is a few hundred metres beyond Heroes' Square.",1040,10.769870746193966,0.6875065
1040_133433_000105_000001,1040_133433_000105_000001_TorToise,Topolobampo has a tropical arid desert climate.,1040,11.392504699409255,0.7085973
1040_133433_000157_000000,1040_133433_000157_000000_TorToise,"The Foundation supports education, mammogram screenings, diagnostic testing and social therapy programs.",1040,11.11489812914821,0.80314445
1040_133433_000085_000000,1040_133433_000085_000000_TorToise,"Is that program proprietary software, or is it open source?",1040,11.068024214901671,0.676953
1069_133709_000043_000030,1069_133709_000043_000030_TorToise,Falsani was born and raised in Connecticut.,1069,11.208039094020078,0.8232566
1069_133709_000043_000029,1069_133709_000043_000029_TorToise,In the same year Raysing also bought other properties in Sewerby.,1069,12.130390539226136,0.87984717
1069_133709_000043_000031,1069_133709_000043_000031_TorToise,The area's early history was influenced by the Olmecs but had its own trajectory.,1069,11.29603805221323,0.8628806
1069_133709_000043_000033,1069_133709_000043_000033_TorToise,Several composers have set the Seven Last Words to music.,1069,11.087624852461433,0.8746262
1069_133699_000055_000000,1069_133699_000055_000000_TorToise,The settlement had eight villagers and two smallholders.,1069,11.165833480826427,0.88551646
1069_133699_000067_000002,1069_133699_000067_000002_TorToise,"""Ooh Ooh"" was released as a promotional single, but also failed to find success.",1069,11.407197550288021,0.8636207
1069_133699_000029_000002,1069_133699_000029_000002_TorToise,"The title also appears as a line in ""One Year of Love"".",1069,11.842077382551206,0.85116017
1069_133699_000061_000000,1069_133699_000061_000000_TorToise,It is now the oldest surviving team sports club in Glasgow.,1069,11.413223533244256,0.8349763
1069_133699_000066_000006,1069_133699_000066_000006_TorToise,Drummer Jordan Hastings played in a hardcore punk band Cunter with friends from Moneen.,1069,11.80156497364654,0.90025806
1069_133699_000067_000013,1069_133699_000067_000013_TorToise,"However, they are on good terms these days.",1069,11.544829560734742,0.7430402
1069_133699_000010_000000,1069_133699_000010_000000_TorToise,The burden for these costs and associated risks are transferred to the design-build team.,1069,11.936562786931576,0.8636002
1069_133699_000045_000001,1069_133699_000045_000001_TorToise,"Accommodation consisted of workmen's huts, foremen's huts and married workmen's huts.",1069,11.262752044034386,0.8035222
1069_133699_000019_000000,1069_133699_000019_000000_TorToise,McLevy was a member of the conservative wing of the Socialist Party.,1069,11.75819524698144,0.6735663
1069_133699_000033_000000,1069_133699_000033_000000_TorToise,The old village was abandoned and all of its buildings declared dangerous.,1069,11.608062023054753,0.88324857
1069_133699_000065_000000,1069_133699_000065_000000_TorToise,"Hearing of the bill, Georgie Russell rides to Philadelphia to fetch Crockett.",1069,11.319306087207133,0.8356068
1069_133699_000009_000001,1069_133699_000009_000001_TorToise,Return of menstruation following childbirth varies widely among individuals.,1069,10.90129922091516,0.74445295
1069_133699_000057_000001,1069_133699_000057_000001_TorToise,Jacko combined a rap-like delivery with lyrics based on Australian comedy and larrikinism.,1069,11.550654842622363,0.8546137
1069_133699_000036_000000,1069_133699_000036_000000_TorToise,It also offers scholarships and awards to its members.,1069,11.14467233633755,0.7566062
1069_133699_000004_000005,1069_133699_000004_000005_TorToise,"At this time, two administrative districts, Canino-Timansky and Bolshezemelsky were founded.",1069,11.51136483274333,0.88633287
1069_133699_000018_000002,1069_133699_000018_000002_TorToise,Moore's charity work includes raising money for the fight against Scleroderma.,1069,11.711685897798668,0.87645197
1235_135884_000006_000001,1235_135884_000006_000001_TorToise,They ran the canoe in and climbed the high earth bank.,1235,9.9753189414611,0.82863224
1235_135884_000010_000003,1235_135884_000010_000003_TorToise,It premiered on television and was later released on home video.,1235,11.649213870607742,0.7894392
1235_135884_000009_000000,1235_135884_000009_000000_TorToise,It has two serving positions and uses the Tribute ticket issuing system.,1235,10.014089644645015,0.8105475
1235_135884_000002_000002,1235_135884_000002_000002_TorToise,Delays meant the bill could not reach the floor for a conclusive vote.,1235,11.577957126363895,0.78582793
1235_135884_000005_000004,1235_135884_000005_000004_TorToise,The state bought the land from him and named the city in his honor.,1235,11.924213418306485,0.7735317
1235_135884_000011_000002,1235_135884_000011_000002_TorToise,What is your progress?,1235,11.129689754751878,0.8301089
1235_135884_000006_000000,1235_135884_000006_000000_TorToise,The following books by Norman Hunter also appear in the British Library catalogue.,1235,10.901333989252352,0.84340286
1235_135884_000011_000000,1235_135884_000011_000000_TorToise,Winn Elementary School was located in Hutchins.,1235,11.828888142070543,0.7422802
1235_135884_000008_000000,1235_135884_000008_000000_TorToise,Hudson apparently had not been trained in the operation of the radios.,1235,11.496637536865377,0.88310826
1235_135884_000012_000001,1235_135884_000012_000001_TorToise,It is the county seat of Bladen County.,1235,10.799496636973869,0.82073873
1235_135884_000004_000004,1235_135884_000004_000004_TorToise,The team's mascots are Ozzie T. Cougar and his sister Annie T. Cougar.,1235,11.974461179604935,0.84997237
1235_135884_000004_000003,1235_135884_000004_000003_TorToise,They also argued that the inclusion of Migeum will alleviate traffic in the area.,1235,11.608162834680465,0.86761165
1235_135884_000003_000003,1235_135884_000003_000003_TorToise,The satellite was constructed from aluminum and used graphite struts.,1235,11.82519258144088,0.83979905
1235_135884_000009_000003,1235_135884_000009_000003_TorToise,We like to see clear weather.,1235,11.117445401360767,0.761418
1235_135884_000014_000001,1235_135884_000014_000001_TorToise,"There are two small churches, one Church of England and one Methodist.",1235,11.123273567380513,0.85855496
1235_135884_000006_000002,1235_135884_000006_000002_TorToise,All of the British settlements north of Albany were accordingly abandoned.,1235,11.234879710162385,0.8674632
1235_135884_000003_000000,1235_135884_000003_000000_TorToise,The town of Hayq is to the west of the lake.,1235,10.567510906249185,0.7623478
1235_135884_000010_000005,1235_135884_000010_000005_TorToise,"He kidnaps her, holds her captive, rapes her, and cuts out her tongue.",1235,10.651156739854901,0.858597
1235_135884_000003_000001,1235_135884_000003_000001_TorToise,"Because of its limited release, it is now considered a collector's item.",1235,11.184419897372967,0.87446105
1235_135884_000004_000001,1235_135884_000004_000001_TorToise,That's the main idea.,1235,10.989289029022189,0.7615795
1088_134318_000045_000000,1088_134318_000045_000000_TorToise,Some speak the highland version of Oaxacan Chontal.,1088,10.953282174609956,0.7404626
1088_134318_000032_000001,1088_134318_000032_000001_TorToise,Wethermill leaned forward and shook his head with a smile.,1088,11.202559997598078,0.8577241
1088_134318_000002_000005,1088_134318_000002_000005_TorToise,These youths were placed in the labyrinth to be devoured by the Minotaur.,1088,11.515353161300464,0.82669926
1088_134318_000003_000004,1088_134318_000003_000004_TorToise,Computer desks are typically mass-produced and require some self-assembly.,1088,11.464790928631176,0.7653246
1088_134318_000002_000003,1088_134318_000002_000003_TorToise,Its eggs are white with fine reddish spots.,1088,10.690542948747437,0.819492
1088_134318_000008_000001,1088_134318_000008_000001_TorToise,The mast first bent and then snapped at roughly half its height.,1088,10.77979092236329,0.7408184
1088_134318_000033_000000,1088_134318_000033_000000_TorToise,Puluj also participated in opening of several power plants in Austria-Hungary.,1088,11.355770675707811,0.8003549
1088_134318_000015_000000,1088_134318_000015_000000_TorToise,He could not have stolen the animal.,1088,11.468387594196049,0.7966885
1088_134318_000005_000000,1088_134318_000005_000000_TorToise,It is a freeway-standard partial beltway around the southwest side of Richmond.,1088,11.143642810041754,0.7773093
1088_134318_000001_000000,1088_134318_000001_000000_TorToise,"Many of these paints feature a hammered look, hence the name of the company.",1088,11.487486521547295,0.659888
1088_134318_000040_000000,1088_134318_000040_000000_TorToise,Handler is also an author.,1088,11.62350075594918,0.8152821
1088_134318_000035_000000,1088_134318_000035_000000_TorToise,A blacksmith works at his anvil in the foreground.,1088,11.237332339676156,0.7878507
1088_134318_000025_000000,1088_134318_000025_000000_TorToise,Only after they give the tape do they realise what the truth is.,1088,10.835611898334754,0.71737635
1088_134318_000008_000002,1088_134318_000008_000002_TorToise,"He was educated at Harrow School and Trinity College, Cambridge.",1088,10.97351773421366,0.75478876
1088_134318_000019_000002,1088_134318_000019_000002_TorToise,Online gaming can become addictive to many gamers.,1088,10.894461591825243,0.69945097
1088_134318_000030_000000,1088_134318_000030_000000_TorToise,In catch wrestling biceps slicer variation is called short-arm scissors.,1088,11.435561040734349,0.7307902
1088_134318_000043_000000,1088_134318_000043_000000_TorToise,England and Yorkshire cricketer Paul Jarvis grew up in Marske.,1088,11.669931168346007,0.7113484
1088_134318_000031_000000,1088_134318_000031_000000_TorToise,John Linnell stated that this was his favourite version of the song.,1088,11.18792627534871,0.7358799
1088_134318_000027_000000,1088_134318_000027_000000_TorToise,Emphasis is placed on those discoveries affecting human life.,1088,11.31084292236372,0.6685829
1088_134318_000011_000000,1088_134318_000011_000000_TorToise,The motion is decided by a judge in both civil and criminal proceedings.,1088,11.495322655642502,0.9024222
