Reference audio ID,Synthesized audio ID,Input text,Speaker ID,RTF,SECS
1040_133433_000141_000001,1040_133433_000141_000001_YourTTS,Koosharem is located in the Sevier School District and has one elementary school.,1040,0.054890994842235856,0.84503114
1040_133433_000067_000000,1040_133433_000067_000000_YourTTS,Two galleasses each were assigned to the wings and center.,1040,0.06619744807585606,0.7437341
1040_133433_000019_000000,1040_133433_000019_000000_YourTTS,The rest are of steel lattice construction.,1040,0.06164695265926892,0.7276598
1040_133433_000055_000000,1040_133433_000055_000000_YourTTS,Black would later become a partner in the business with Shaw.,1040,0.07712216453349337,0.75928307
1040_133433_000069_000000,1040_133433_000069_000000_YourTTS,It is associated with the realist school of foreign policy thought.,1040,0.055885555282715826,0.8409747
1040_133433_000074_000000,1040_133433_000074_000000_YourTTS,"Access, inclusion and quality are among the main challenges they can address.",1040,0.03937500805111986,0.70185983
1040_133433_000020_000000,1040_133433_000020_000000_YourTTS,The genus is native to China.,1040,0.09778179859710953,0.4417633
1040_133433_000168_000001,1040_133433_000168_000001_YourTTS,It was his last big hit.,1040,0.17483670890858743,0.77418303
1040_133433_000129_000000,1040_133433_000129_000000_YourTTS,The principal seat of the Lords of Duhallow was at Kanturk.,1040,0.0696239422778694,0.88690835
1040_133433_000127_000000,1040_133433_000127_000000_YourTTS,He was elected President of the New Zealand First party when Doug Woolerton resigned.,1040,0.058464530636282534,0.7711895
1040_133433_000042_000000,1040_133433_000042_000000_YourTTS,We all hope I am right.,1040,0.14425149141264357,0.7160598
1040_133433_000090_000000,1040_133433_000090_000000_YourTTS,They ran the canoe in and climbed the high earth bank.,1040,0.06448724760418445,0.71202004
1040_133433_000015_000000,1040_133433_000015_000000_YourTTS,It is currently used mostly for soccer matches.,1040,0.07041995779851849,0.6377616
1040_133433_000077_000001,1040_133433_000077_000001_YourTTS,The Pioneer Room houses the Church of God and Warner University archival materials.,1040,0.04010950959821754,0.672222
1040_133433_000046_000000,1040_133433_000046_000000_YourTTS,All winners to date have been British.,1040,0.10708017008645193,0.6376346
1040_133433_000072_000004,1040_133433_000072_000004_YourTTS,Algebra is a foundation of Machine Learning.,1040,0.10237277032219791,0.676301
1040_133433_000105_000001,1040_133433_000105_000001_YourTTS,The genus is native to China.,1040,0.12209800616750177,0.6666961
1040_133433_000157_000000,1040_133433_000157_000000_YourTTS,"Tom arrives at Karen's house, to find her handcuffed to the banister.",1040,0.05060946163923844,0.8307825
1040_133433_000085_000000,1040_133433_000085_000000_YourTTS,The Mega Drive version was released exclusively in Japan.,1040,0.07090407325139225,0.70472825
1069_133709_000043_000030,1069_133709_000043_000030_YourTTS,"After more than two decades, the term ""Hilton Magic"" still applies today.",1069,0.045753396127926615,0.8587593
1069_133709_000043_000029,1069_133709_000043_000029_YourTTS,In catch wrestling biceps slicer variation is called short-arm scissors.,1069,0.04261431830196545,0.87902445
1069_133709_000043_000031,1069_133709_000043_000031_YourTTS,"Following that season, Agosto aged out of juniors.",1069,0.06088001024835869,0.8990081
1069_133709_000043_000033,1069_133709_000043_000033_YourTTS,"Small growers in Naples, Florida have been successful in growing African blackwood there.",1069,0.03721632485119802,0.7852684
1069_133699_000055_000000,1069_133699_000055_000000_YourTTS,"""I just decided to not write normal songs"", recalled Stevenson.",1069,0.04411553092997708,0.71019965
1069_133699_000067_000002,1069_133699_000067_000002_YourTTS,Mulla Sadra was a master of all science of his time.,1069,0.05852766825180305,0.8090897
1069_133699_000029_000002,1069_133699_000029_000002_YourTTS,Its normal clutch is three eggs.,1069,0.07989273426380564,0.6933091
1069_133699_000061_000000,1069_133699_000061_000000_YourTTS,The Fury X is a very potent graphics card.,1069,0.07410428996356029,0.70320576
1069_133699_000066_000006,1069_133699_000066_000006_YourTTS,Clinical Legal Education and Legal Aid: The Canadian Experience.,1069,0.04727110657885422,0.8080226
1069_133699_000067_000013,1069_133699_000067_000013_YourTTS,The cuckolded Herringbone then entombs them alive in an alcove in the basement.,1069,0.04041926090761742,0.8073268
1069_133699_000010_000000,1069_133699_000010_000000_YourTTS,These rare levels strike a better balance between puzzles and action.,1069,0.055858079309857214,0.8175298
1069_133699_000045_000001,1069_133699_000045_000001_YourTTS,Russia and China used this as a source for germanium.,1069,0.08699759131386167,0.7907867
1069_133699_000019_000000,1069_133699_000019_000000_YourTTS,"The ""No"" side narrowly won the referendum.",1069,0.14218633227488572,0.698137
1069_133699_000033_000000,1069_133699_000033_000000_YourTTS,"He is buried at Saint Thomas' Episcopal Church Cemetery in Garrison, Maryland.",1069,0.06021769931081866,0.8486446
1069_133699_000065_000000,1069_133699_000065_000000_YourTTS,I'll close the big front doors and pull up the drawbridge after you're gone.,1069,0.07647077896093067,0.8022418
1069_133699_000009_000001,1069_133699_000009_000001_YourTTS,Iso means forward.,1069,0.20477991728555586,0.71574324
1069_133699_000057_000001,1069_133699_000057_000001_YourTTS,Haim Aharon died eight years later.,1069,0.09059816598892212,0.7142607
1069_133699_000036_000000,1069_133699_000036_000000_YourTTS,Many of the songs on the album are duets with other artists.,1069,0.06112654262514257,0.7771357
1069_133699_000004_000005,1069_133699_000004_000005_YourTTS,The train wrecked crossing a trestle bridge purportedly dynamited by union members.,1069,0.051045579183612126,0.7939644
1069_133699_000018_000002,1069_133699_000018_000002_YourTTS,An agreement was also reached about improving access to the station.,1069,0.08623047482849348,0.7877305
1235_135884_000006_000001,1235_135884_000006_000001_YourTTS,Both Federation and Neo-Zeon forces look on as Axis veers off from reentry.,1235,0.08678163091341655,0.7784994
1235_135884_000010_000003,1235_135884_000010_000003_YourTTS,There are numerous advantages of using optical devices for computing.,1235,0.05039341296210433,0.8016298
1235_135884_000009_000000,1235_135884_000009_000000_YourTTS,It is the youth wing of the National Coalition Party.,1235,0.08279304294025196,0.7729585
1235_135884_000002_000002,1235_135884_000002_000002_YourTTS,"Accept a father's blessing, and with it, this.",1235,0.07615693590857767,0.7723582
1235_135884_000005_000004,1235_135884_000005_000004_YourTTS,Our promise is Missouri State University's newest capital campaign.,1235,0.049783040469635914,0.83368886
1235_135884_000011_000002,1235_135884_000011_000002_YourTTS,"Previously, these words contained sounds that did not have corresponding letters in Manchu.",1235,0.04531755562751524,0.84246045
1235_135884_000006_000000,1235_135884_000006_000000_YourTTS,"Over time the couple has four more children, although William never warms to them.",1235,0.04998344972909215,0.8208891
1235_135884_000011_000000,1235_135884_000011_000000_YourTTS,Hero was one of history's most ingenious engineers and applied mathematicians.,1235,0.043689204542428854,0.71770936
1235_135884_000008_000000,1235_135884_000008_000000_YourTTS,Moore's charity work includes raising money for the fight against Scleroderma.,1235,0.05496443116952523,0.81699204
1235_135884_000012_000001,1235_135884_000012_000001_YourTTS,"One was the portrait of John Kennedy, the other Ronald Reagan.",1235,0.05976039313984488,0.8397838
1235_135884_000004_000004,1235_135884_000004_000004_YourTTS,"Yet, so complete was the design that it was worthy of preservation.",1235,0.06011267334727918,0.8189726
1235_135884_000004_000003,1235_135884_000004_000003_YourTTS,The Ministry of Education shares money earned by Veikkaus with various organizations.,1235,0.04226192094311856,0.78801024
1235_135884_000003_000003,1235_135884_000003_000003_YourTTS,The collection is edited by Jenny Offill and Elissa Schappell.,1235,0.06120989995974081,0.73991805
1235_135884_000009_000003,1235_135884_000009_000003_YourTTS,"At the time, it was widely believed that tuberculosis was an inherited disease.",1235,0.05070198523370843,0.8502426
1235_135884_000014_000001,1235_135884_000014_000001_YourTTS,"However, the school no longer holds this ranking.",1235,0.0663281028920954,0.7959182
1235_135884_000006_000002,1235_135884_000006_000002_YourTTS,"When a Null is passed into this function, the function returns Null.",1235,0.04936527431169302,0.7864645
1235_135884_000003_000000,1235_135884_000003_000000_YourTTS,With the title Painstained.,1235,0.16051005910743368,0.71624774
1235_135884_000010_000005,1235_135884_000010_000005_YourTTS,The first was Somewhere in England and the last It's a Grand Life.,1235,0.055714764378287575,0.8134712
1235_135884_000003_000001,1235_135884_000003_000001_YourTTS,"The party has an Arabic publication, ""Al Mounataf"".",1235,0.07060476039585314,0.83759415
1235_135884_000004_000001,1235_135884_000004_000001_YourTTS,"Some journalists have even created their own websites, though with some difficulties.",1235,0.043769631488823596,0.8204063
1088_134318_000045_000000,1088_134318_000045_000000_YourTTS,It was one of the earliest examples of nearline storage.,1088,0.07514043937663774,0.7899909
1088_134318_000032_000001,1088_134318_000032_000001_YourTTS,Hudson apparently had not been trained in the operation of the radios.,1088,0.06232078054121562,0.8696096
1088_134318_000002_000005,1088_134318_000002_000005_YourTTS,The cryptoperiod was still usually one day.,1088,0.0858876084991795,0.65335494
1088_134318_000003_000004,1088_134318_000003_000004_YourTTS,The latter received the prize just weeks before his death.,1088,0.11749379999696997,0.6793465
1088_134318_000002_000003,1088_134318_000002_000003_YourTTS,"The adult female mite is reddish-brown in color, while the male is white.",1088,0.07419666930949888,0.8372673
1088_134318_000008_000001,1088_134318_000008_000001_YourTTS,Otsquago Creek flows through the town to its confluence with the Mohawk River.,1088,0.08866880436121306,0.66617453
1088_134318_000033_000000,1088_134318_000033_000000_YourTTS,"Following the successes of Blackton and Cohl, many other artists began experimenting with animation.",1088,0.0604279522224651,0.83124363
1088_134318_000015_000000,1088_134318_000015_000000_YourTTS,He is a national coordinator in Sri Lanka for the Asian Waterbird Census.,1088,0.09867209549541422,0.8068874
1088_134318_000005_000000,1088_134318_000005_000000_YourTTS,Our promise is Missouri State University's newest capital campaign.,1088,0.2022365454670995,0.7574817
1088_134318_000001_000000,1088_134318_000001_000000_YourTTS,Please help me search The Banker television show.,1088,0.19827825996708606,0.66415167
1088_134318_000040_000000,1088_134318_000040_000000_YourTTS,Peg Bennett was active during her tenure as First Lady of New Jersey.,1088,0.0983860521089463,0.7867702
1088_134318_000035_000000,1088_134318_000035_000000_YourTTS,"Combined Syrian, Iraqi and Jordanian counterattacks prevented any further Israeli gains.",1088,0.07030550769703117,0.8339913
1088_134318_000025_000000,1088_134318_000025_000000_YourTTS,The Mega Drive version was released exclusively in Japan.,1088,0.08227377263612526,0.8174151
1088_134318_000008_000002,1088_134318_000008_000002_YourTTS,Farben's Dyhernfurth factory in eastern Germany.,1088,0.11362869264487933,0.7881732
1088_134318_000019_000002,1088_134318_000019_000002_YourTTS,"This was followed by another revival tour of ""Gypsy"".",1088,0.12143802913752469,0.7629589
1088_134318_000030_000000,1088_134318_000030_000000_YourTTS,The software can run under their respective operating systems natively without emulation.,1088,0.07303716807529845,0.7415338
1088_134318_000043_000000,1088_134318_000043_000000_YourTTS,The album was highly acclaimed by critics.,1088,0.14364778129886294,0.7481066
1088_134318_000031_000000,1088_134318_000031_000000_YourTTS,It also offers scholarships and awards to its members.,1088,0.07988903819724166,0.60914236
1088_134318_000027_000000,1088_134318_000027_000000_YourTTS,"Powell won the fight on points, over eight rounds.",1088,0.1407575618941337,0.64890546
1088_134318_000011_000000,1088_134318_000011_000000_YourTTS,These two games on home-and-away basis was separate from World Cup qualifying.,1088,0.08037779480218887,0.79364705
